令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
国　語,200,200,0,126.67,34.9,437209,0.6333,94,119,139,159,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
48,4,1.65,**********,,,,,,,,,,,,,,,,,
49,2,0.82,*****,,,,,,,,,,,,,,,,,
50,1,0.41,**,,,,,,,,,,,,,,,,,
51,3,1.23,*******,,,,,,,,,,,,,,,,,
52,1,0.41,**,,,,,,,,,,,,,,,,,
８段階,20,8.230452,,,,,,,,,,,,,,,,,,
53,3,1.23,*******,,,,,,,,,,,,,,,,,
54,2,0.82,*****,,,,,,,,,,,,,,,,,
55,1,0.41,**,,,,,,,,,,,,,,,,,
56,0,0,,,,,,,,,,,,,,,,,,
57,3,1.23,*******,,,,,,,,,,,,,,,,,
58,1,0.41,**,,,,,,,,,,,,,,,,,
59,1,0.41,**,,,,,,,,,,,,,,,,,
60,3,1.23,*******,,,,,,,,,,,,,,,,,
61,1,0.41,**,,,,,,,,,,,,,,,,,
62,0,0,,,,,,,,,,,,,,,,,,
63,2,0.82,*****,,,,,,,,,,,,,,,,,
64,1,0.41,**,,,,,,,,,,,,,,,,,
65,2,0.82,*****,,,,,,,,,,,,,,,,,
９段階,10,4.115226,,,,,,,,,,,,,,,,,,
66,2,0.82,*****,,,,,,,,,,,,,,,,,
67,2,0.82,*****,,,,,,,,,,,,,,,,,
68,1,0.41,**,,,,,,,,,,,,,,,,,
69,0,0,,,,,,,,,,,,,,,,,,
70,0,0,,,,,,,,,,,,,,,,,,
71,1,0.41,**,,,,,,,,,,,,,,,,,
72,0,0,,,,,,,,,,,,,,,,,,
73,0,0,,,,,,,,,,,,,,,,,,
74,2,0.82,*****,,,,,,,,,,,,,,,,,
75,1,0.41,**,,,,,,,,,,,,,,,,,
76,0,0,,,,,,,,,,,,,,,,,,
77,0,0,,,,,,,,,,,,,,,,,,
78,0,0,,,,,,,,,,,,,,,,,,
79,0,0,,,,,,,,,,,,,,,,,,
80,0,0,,,,,,,,,,,,,,,,,,
81,1,0.41,**,,,,,,,,,,,,,,,,,
82,0,0,,,,,,,,,,,,,,,,,,
83,0,0,,,,,,,,,,,,,,,,,,
84,0,0,,,,,,,,,,,,,,,,,,
85,0,0,,,,,,,,,,,,,,,,,,
86,0,0,,,,,,,,,,,,,,,,,,
87,0,0,,,,,,,,,,,,,,,,,,
88,0,0,,,,,,,,,,,,,,,,,,
89,0,0,,,,,,,,,,,,,,,,,,
90,0,0,,,,,,,,,,,,,,,,,,
91,0,0,,,,,,,,,,,,,,,,,,
92,0,0,,,,,,,,,,,,,,,,,,
93,0,0,,,,,,,,,,,,,,,,,,
94,0,0,,,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,0,0,,,,,,,,,,,,,,,,,,
97,0,0,,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,0,0,,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
旧簿記・会計,100,94,8,47.94,24.78,31,0.4794,22,36,56,70,0～11,12～21,22～25,26～37,38～55,56～65,66～81,82～93,94～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,1,3.225806,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,0,0,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,0,0,,,,,,,,,,,,,,,,,,
7,0,0,,,,,,,,,,,,,,,,,,
8,1,3.23,*******************,,,,,,,,,,,,,,,,,
9,0,0,,,,,,,,,,,,,,,,,,
10,0,0,,,,,,,,,,,,,,,,,,
11,0,0,,,,,,,,,,,,,,,,,,
２段階,2,6.451612,,,,,,,,,,,,,,,,,,
12,1,3.23,*******************,,,,,,,,,,,,,,,,,
13,0,0,,,,,,,,,,,,,,,,,,
14,0,0,,,,,,,,,,,,,,,,,,
15,0,0,,,,,,,,,,,,,,,,,,
16,1,3.23,*******************,,,,,,,,,,,,,,,,,
17,0,0,,,,,,,,,,,,,,,,,,
18,0,0,,,,,,,,,,,,,,,,,,
19,0,0,,,,,,,,,,,,,,,,,,
20,0,0,,,,,,,,,,,,,,,,,,
21,0,0,,,,,,,,,,,,,,,,,,
３段階,4,12.903225,,,,,,,,,,,,,,,,,,
22,3,9.68,****************************************,OV,,,,,,,,,,,,,,,,
23,0,0,,,,,,,,,,,,,,,,,,
24,1,3.23,*******************,,,,,,,,,,,,,,,,,
25,0,0,,,,,,,,,,,,,,,,,,
４段階,5,16.129032,,,,,,,,,,,,,,,,,,
26,1,3.23,*******************,,,,,,,,,,,,,,,,,
27,0,0,,,,,,,,,,,,,,,,,,
28,1,3.23,*******************,,,,,,,,,,,,,,,,,
29,0,0,,,,,,,,,,,,,,,,,,
30,0,0,,,,,,,,,,,,,,,,,,
31,0,0,,,,,,,,,,,,,,,,,,
32,1,3.23,*******************,,,,,,,,,,,,,,,,,
33,0,0,,,,,,,,,,,,,,,,,,
34,1,3.23,*******************,,,,,,,,,,,,,,,,,
35,0,0,,,,,,,,,,,,,,,,,,
36,1,3.23,*******************,,,,,,,,,,,,,,,,,
37,0,0,,,,,,,,,,,,,,,,,,
５段階,6,19.354838,,,,,,,,,,,,,,,,,,
38,3,9.68,****************************************,OV,,,,,,,,,,,,,,,,
39,0,0,,,,,,,,,,,,,,,,,,
40,1,3.23,*******************,,,,,,,,,,,,,,,,,
41,0,0,,,,,,,,,,,,,,,,,,
42,0,0,,,,,,,,,,,,,,,,,,
43,0,0,,,,,,,,,,,,,,,,,,
44,0,0,,,,,,,,,,,,,,,,,,
45,0,0,,,,,,,,,,,,,,,,,,
46,2,6.45,***************************************,,,,,,,,,,,,,,,,,
47,0,0,,,,,,,,,,,,,,,,,,
48,0,0,,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,0,0,,,,,,,,,,,,,,,,,,
51,0,0,,,,,,,,,,,,,,,,,,
52,0,0,,,,,,,,,,,,,,,,,,
53,0,0,,,,,,,,,,,,,,,,,,
54,0,0,,,,,,,,,,,,,,,,,,
55,0,0,,,,,,,,,,,,,,,,,,
６段階,5,16.129032,,,,,,,,,,,,,,,,,,
56,1,3.23,*******************,,,,,,,,,,,,,,,,,
57,0,0,,,,,,,,,,,,,,,,,,
58,0,0,,,,,,,,,,,,,,,,,,
59,0,0,,,,,,,,,,,,,,,,,,
60,0,0,,,,,,,,,,,,,,,,,,
61,0,0,,,,,,,,,,,,,,,,,,
62,0,0,,,,,,,,,,,,,,,,,,
63,0,0,,,,,,,,,,,,,,,,,,
64,4,12.9,****************************************,OV,,,,,,,,,,,,,,,,
65,0,0,,,,,,,,,,,,,,,,,,
７段階,4,12.903225,,,,,,,,,,,,,,,,,,
66,1,3.23,*******************,,,,,,,,,,,,,,,,,
67,0,0,,,,,,,,,,,,,,,,,,
68,0,0,,,,,,,,,,,,,,,,,,
69,0,0,,,,,,,,,,,,,,,,,,
70,1,3.23,*******************,,,,,,,,,,,,,,,,,
71,0,0,,,,,,,,,,,,,,,,,,
72,1,3.23,*******************,,,,,,,,,,,,,,,,,
73,0,0,,,,,,,,,,,,,,,,,,
74,1,3.23,*******************,,,,,,,,,,,,,,,,,
75,0,0,,,,,,,,,,,,,,,,,,
76,0,0,,,,,,,,,,,,,,,,,,
77,0,0,,,,,,,,,,,,,,,,,,
78,0,0,,,,,,,,,,,,,,,,,,
79,0,0,,,,,,,,,,,,,,,,,,
80,0,0,,,,,,,,,,,,,,,,,,
81,0,0,,,,,,,,,,,,,,,,,,
８段階,1,3.225806,,,,,,,,,,,,,,,,,,
82,1,3.23,*******************,,,,,,,,,,,,,,,,,
83,0,0,,,,,,,,,,,,,,,,,,
84,0,0,,,,,,,,,,,,,,,,,,
85,0,0,,,,,,,,,,,,,,,,,,
86,0,0,,,,,,,,,,,,,,,,,,
87,0,0,,,,,,,,,,,,,,,,,,
88,0,0,,,,,,,,,,,,,,,,,,
89,0,0,,,,,,,,,,,,,,,,,,
90,0,0,,,,,,,,,,,,,,,,,,
91,0,0,,,,,,,,,,,,,,,,,,
92,0,0,,,,,,,,,,,,,,,,,,
93,0,0,,,,,,,,,,,,,,,,,,
９段階,3,9.677419,,,,,,,,,,,,,,,,,,
94,3,9.68,****************************************,OV,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,0,0,,,,,,,,,,,,,,,,,,
97,0,0,,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,0,0,,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
旧情報関係基礎,100,91,16,56.88,19.7,41,0.5688,39,46,58,77,0～28,29～31,32～41,42～45,46～65,66～76,77～81,82～88,89～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,1,2.439024,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,0,0,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,0,0,,,,,,,,,,,,,,,,,,
7,0,0,,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
9,0,0,,,,,,,,,,,,,,,,,,
10,0,0,,,,,,,,,,,,,,,,,,
11,0,0,,,,,,,,,,,,,,,,,,
12,0,0,,,,,,,,,,,,,,,,,,
13,0,0,,,,,,,,,,,,,,,,,,
14,0,0,,,,,,,,,,,,,,,,,,
15,0,0,,,,,,,,,,,,,,,,,,
16,1,2.44,***************,,,,,,,,,,,,,,,,,
17,0,0,,,,,,,,,,,,,,,,,,
18,0,0,,,,,,,,,,,,,,,,,,
19,0,0,,,,,,,,,,,,,,,,,,
20,0,0,,,,,,,,,,,,,,,,,,
21,0,0,,,,,,,,,,,,,,,,,,
22,0,0,,,,,,,,,,,,,,,,,,
23,0,0,,,,,,,,,,,,,,,,,,
24,0,0,,,,,,,,,,,,,,,,,,
25,0,0,,,,,,,,,,,,,,,,,,
26,0,0,,,,,,,,,,,,,,,,,,
27,0,0,,,,,,,,,,,,,,,,,,
28,0,0,,,,,,,,,,,,,,,,,,
２段階,3,7.317073,,,,,,,,,,,,,,,,,,
29,1,2.44,***************,,,,,,,,,,,,,,,,,
30,0,0,,,,,,,,,,,,,,,,,,
31,2,4.88,*****************************,,,,,,,,,,,,,,,,,
３段階,5,12.195121,,,,,,,,,,,,,,,,,,
32,1,2.44,***************,,,,,,,,,,,,,,,,,
33,0,0,,,,,,,,,,,,,,,,,,
34,1,2.44,***************,,,,,,,,,,,,,,,,,
35,0,0,,,,,,,,,,,,,,,,,,
36,0,0,,,,,,,,,,,,,,,,,,
37,0,0,,,,,,,,,,,,,,,,,,
38,0,0,,,,,,,,,,,,,,,,,,
39,3,7.32,****************************************,OV,,,,,,,,,,,,,,,,
40,0,0,,,,,,,,,,,,,,,,,,
41,0,0,,,,,,,,,,,,,,,,,,
４段階,4,9.756097,,,,,,,,,,,,,,,,,,
42,1,2.44,***************,,,,,,,,,,,,,,,,,
43,0,0,,,,,,,,,,,,,,,,,,
44,2,4.88,*****************************,,,,,,,,,,,,,,,,,
45,1,2.44,***************,,,,,,,,,,,,,,,,,
５段階,12,29.268292,,,,,,,,,,,,,,,,,,
46,4,9.76,****************************************,OV,,,,,,,,,,,,,,,,
47,1,2.44,***************,,,,,,,,,,,,,,,,,
48,0,0,,,,,,,,,,,,,,,,,,
49,1,2.44,***************,,,,,,,,,,,,,,,,,
50,1,2.44,***************,,,,,,,,,,,,,,,,,
51,2,4.88,*****************************,,,,,,,,,,,,,,,,,
52,0,0,,,,,,,,,,,,,,,,,,
53,1,2.44,***************,,,,,,,,,,,,,,,,,
54,0,0,,,,,,,,,,,,,,,,,,
55,0,0,,,,,,,,,,,,,,,,,,
56,0,0,,,,,,,,,,,,,,,,,,
57,0,0,,,,,,,,,,,,,,,,,,
58,2,4.88,*****************************,,,,,,,,,,,,,,,,,
59,0,0,,,,,,,,,,,,,,,,,,
60,0,0,,,,,,,,,,,,,,,,,,
61,0,0,,,,,,,,,,,,,,,,,,
62,0,0,,,,,,,,,,,,,,,,,,
63,0,0,,,,,,,,,,,,,,,,,,
64,0,0,,,,,,,,,,,,,,,,,,
65,0,0,,,,,,,,,,,,,,,,,,
６段階,5,12.195121,,,,,,,,,,,,,,,,,,
66,1,2.44,***************,,,,,,,,,,,,,,,,,
67,0,0,,,,,,,,,,,,,,,,,,
68,0,0,,,,,,,,,,,,,,,,,,
69,0,0,,,,,,,,,,,,,,,,,,
70,0,0,,,,,,,,,,,,,,,,,,
71,0,0,,,,,,,,,,,,,,,,,,
72,1,2.44,***************,,,,,,,,,,,,,,,,,
73,0,0,,,,,,,,,,,,,,,,,,
74,1,2.44,***************,,,,,,,,,,,,,,,,,
75,1,2.44,***************,,,,,,,,,,,,,,,,,
76,1,2.44,***************,,,,,,,,,,,,,,,,,
７段階,6,14.634146,,,,,,,,,,,,,,,,,,
77,2,4.88,*****************************,,,,,,,,,,,,,,,,,
78,2,4.88,*****************************,,,,,,,,,,,,,,,,,
79,2,4.88,*****************************,,,,,,,,,,,,,,,,,
80,0,0,,,,,,,,,,,,,,,,,,
81,0,0,,,,,,,,,,,,,,,,,,
８段階,3,7.317073,,,,,,,,,,,,,,,,,,
82,1,2.44,***************,,,,,,,,,,,,,,,,,
83,0,0,,,,,,,,,,,,,,,,,,
84,0,0,,,,,,,,,,,,,,,,,,
85,0,0,,,,,,,,,,,,,,,,,,
86,1,2.44,***************,,,,,,,,,,,,,,,,,
87,1,2.44,***************,,,,,,,,,,,,,,,,,
88,0,0,,,,,,,,,,,,,,,,,,
９段階,2,4.878048,,,,,,,,,,,,,,,,,,
89,1,2.44,***************,,,,,,,,,,,,,,,,,
90,0,0,,,,,,,,,,,,,,,,,,
91,1,2.44,***************,,,,,,,,,,,,,,,,,
92,0,0,,,,,,,,,,,,,,,,,,
93,0,0,,,,,,,,,,,,,,,,,,
94,0,0,,,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,0,0,,,,,,,,,,,,,,,,,,
97,0,0,,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,0,0,,,,,,,,,,,,,,,,,,
令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
物理基礎／化学基礎／生物基礎／地学基礎,50,50,0,29.98,9.93,270132,0.5995,21,27,33,38,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
0,490,0.18,*,,,,,,,,,,,,,,,,,
1,8,0,,,,,,,,,,,,,,,,,,
2,11,0,,,,,,,,,,,,,,,,,,
3,678,0.25,**,,,,,,,,,,,,,,,,,
4,187,0.07,,,,,,,,,,,,,,,,,,
5,60,0.02,,,,,,,,,,,,,,,,,,
6,1531,0.57,***,,,,,,,,,,,,,,,,,
7,918,0.34,**,,,,,,,,,,,,,,,,,
8,287,0.11,*,,,,,,,,,,,,,,,,,
9,2405,0.89,*****,,,,,,,,,,,,,,,,,
10,2120,0.78,*****,,,,,,,,,,,,,,,,,
11,820,0.3,**,,,,,,,,,,,,,,,,,
12,3231,1.2,*******,,,,,,,,,,,,,,,,,
13,4133,1.53,*********,,,,,,,,,,,,,,,,,
14,1762,0.65,****,,,,,,,,,,,,,,,,,
15,3931,1.46,*********,,,,,,,,,,,,,,,,,
16,6267,2.32,**************,,,,,,,,,,,,,,,,,
17,3211,1.19,*******,,,,,,,,,,,,,,,,,
18,4625,1.71,**********,,,,,,,,,,,,,,,,,
19,8326,3.08,******************,,,,,,,,,,,,,,,,,
20,4831,1.79,***********,,,,,,,,,,,,,,,,,
21,5486,2.03,************,,,,,,,,,,,,,,,,,
22,9813,3.63,**********************,,,,,,,,,,,,,,,,,
23,6413,2.37,**************,,,,,,,,,,,,,,,,,
24,6566,2.43,***************,,,,,,,,,,,,,,,,,
25,10701,3.96,************************,,,,,,,,,,,,,,,,,
26,7728,2.86,*****************,,,,,,,,,,,,,,,,,
27,7666,2.84,*****************,,,,,,,,,,,,,,,,,
28,11190,4.14,*************************,,,,,,,,,,,,,,,,,
29,9131,3.38,********************,,,,,,,,,,,,,,,,,
30,8735,3.23,*******************,,,,,,,,,,,,,,,,,
31,11127,4.12,*************************,,,,,,,,,,,,,,,,,
32,10081,3.73,**********************,,,,,,,,,,,,,,,,,
33,9018,3.34,********************,,,,,,,,,,,,,,,,,
34,10174,3.77,***********************,,,,,,,,,,,,,,,,,
35,11000,4.07,************************,,,,,,,,,,,,,,,,,
36,8235,3.05,******************,,,,,,,,,,,,,,,,,
37,8592,3.18,*******************,,,,,,,,,,,,,,,,,
38,11337,4.2,*************************,,,,,,,,,,,,,,,,,
39,6861,2.54,***************,,,,,,,,,,,,,,,,,
40,6563,2.43,***************,,,,,,,,,,,,,,,,,
41,11126,4.12,*************************,,,,,,,,,,,,,,,,,
42,3954,1.46,*********,,,,,,,,,,,,,,,,,
43,4343,1.61,**********,,,,,,,,,,,,,,,,,
44,10109,3.74,**********************,,,,,,,,,,,,,,,,,
45,1836,0.68,****,,,,,,,,,,,,,,,,,
46,1281,0.47,***,,,,,,,,,,,,,,,,,
47,7866,2.91,*****************,,,,,,,,,,,,,,,,,
48,478,0.18,*,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,2890,1.07,******,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
物理基礎,50,50,0,24.78,10.56,18379,0.4955,14,22,28,34,0～6,7～9,10～15,16～21,22～28,29～32,33～38,39～42,43～50
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,743,4.042657,,,,,,,,,,,,,,,,,,
0,79,0.43,***,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,231,1.26,********,,,,,,,,,,,,,,,,,
4,80,0.44,***,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,353,1.92,************,,,,,,,,,,,,,,,,,
２段階,762,4.146036,,,,,,,,,,,,,,,,,,
7,340,1.85,***********,,,,,,,,,,,,,,,,,
8,42,0.23,*,,,,,,,,,,,,,,,,,
9,380,2.07,************,,,,,,,,,,,,,,,,,
３段階,2334,12.699276,,,,,,,,,,,,,,,,,,
10,579,3.15,*******************,,,,,,,,,,,,,,,,,
11,130,0.71,****,,,,,,,,,,,,,,,,,
12,307,1.67,**********,,,,,,,,,,,,,,,,,
13,739,4.02,************************,,,,,,,,,,,,,,,,,
14,320,1.74,**********,,,,,,,,,,,,,,,,,
15,259,1.41,********,,,,,,,,,,,,,,,,,
４段階,3095,16.839871,,,,,,,,,,,,,,,,,,
16,772,4.2,*************************,,,,,,,,,,,,,,,,,
17,488,2.66,****************,,,,,,,,,,,,,,,,,
18,220,1.2,*******,,,,,,,,,,,,,,,,,
19,748,4.07,************************,,,,,,,,,,,,,,,,,
20,621,3.38,********************,,,,,,,,,,,,,,,,,
21,246,1.34,********,,,,,,,,,,,,,,,,,
５段階,4030,21.927199,,,,,,,,,,,,,,,,,,
22,715,3.89,***********************,,,,,,,,,,,,,,,,,
23,770,4.19,*************************,,,,,,,,,,,,,,,,,
24,245,1.33,********,,,,,,,,,,,,,,,,,
25,618,3.36,********************,,,,,,,,,,,,,,,,,
26,871,4.74,****************************,,,,,,,,,,,,,,,,,
27,368,2,************,,,,,,,,,,,,,,,,,
28,443,2.41,**************,,,,,,,,,,,,,,,,,
６段階,2761,15.02258,,,,,,,,,,,,,,,,,,
29,1048,5.7,**********************************,,,,,,,,,,,,,,,,,
30,525,2.86,*****************,,,,,,,,,,,,,,,,,
31,266,1.45,*********,,,,,,,,,,,,,,,,,
32,922,5.02,******************************,,,,,,,,,,,,,,,,,
７段階,2602,14.157462,,,,,,,,,,,,,,,,,,
33,722,3.93,************************,,,,,,,,,,,,,,,,,
34,191,1.04,******,,,,,,,,,,,,,,,,,
35,545,2.97,******************,,,,,,,,,,,,,,,,,
36,779,4.24,*************************,,,,,,,,,,,,,,,,,
37,201,1.09,*******,,,,,,,,,,,,,,,,,
38,164,0.89,*****,,,,,,,,,,,,,,,,,
８段階,1227,6.676097,,,,,,,,,,,,,,,,,,
39,631,3.43,*********************,,,,,,,,,,,,,,,,,
40,347,1.89,***********,,,,,,,,,,,,,,,,,
41,21,0.11,*,,,,,,,,,,,,,,,,,
42,228,1.24,*******,,,,,,,,,,,,,,,,,
９段階,825,4.488818,,,,,,,,,,,,,,,,,,
43,401,2.18,*************,,,,,,,,,,,,,,,,,
44,39,0.21,*,,,,,,,,,,,,,,,,,
45,0,0,,,,,,,,,,,,,,,,,,
46,183,1,******,,,,,,,,,,,,,,,,,
47,115,0.63,****,,,,,,,,,,,,,,,,,
48,0,0,,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,87,0.47,***,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
化学基礎,50,50,0,27,9.41,90939,0.5401,18,24,30,35,0～9,10～14,15～18,19～24,25～30,31～34,35～37,38～42,43～50
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,3425,3.76626,,,,,,,,,,,,,,,,,,
0,137,0.15,*,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,382,0.42,***,,,,,,,,,,,,,,,,,
4,40,0.04,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,976,1.07,******,,,,,,,,,,,,,,,,,
7,297,0.33,**,,,,,,,,,,,,,,,,,
8,11,0.01,,,,,,,,,,,,,,,,,,
9,1582,1.74,**********,,,,,,,,,,,,,,,,,
２段階,5440,5.982031,,,,,,,,,,,,,,,,,,
10,893,0.98,******,,,,,,,,,,,,,,,,,
11,79,0.09,*,,,,,,,,,,,,,,,,,
12,2023,2.22,*************,,,,,,,,,,,,,,,,,
13,2193,2.41,**************,,,,,,,,,,,,,,,,,
14,252,0.28,**,,,,,,,,,,,,,,,,,
３段階,8291,9.1171,,,,,,,,,,,,,,,,,,
15,2145,2.36,**************,,,,,,,,,,,,,,,,,
16,3609,3.97,************************,,,,,,,,,,,,,,,,,
17,640,0.7,****,,,,,,,,,,,,,,,,,
18,1897,2.09,*************,,,,,,,,,,,,,,,,,
４段階,16628,18.284784,,,,,,,,,,,,,,,,,,
19,4966,5.46,*********************************,,,,,,,,,,,,,,,,,
20,1143,1.26,********,,,,,,,,,,,,,,,,,
21,1582,1.74,**********,,,,,,,,,,,,,,,,,
22,5902,6.49,***************************************,,,,,,,,,,,,,,,,,
23,1776,1.95,************,,,,,,,,,,,,,,,,,
24,1259,1.38,********,,,,,,,,,,,,,,,,,
５段階,20459,22.497498,,,,,,,,,,,,,,,,,,
25,6557,7.21,****************************************,OV,,,,,,,,,,,,,,,,
26,2358,2.59,****************,,,,,,,,,,,,,,,,,
27,993,1.09,*******,,,,,,,,,,,,,,,,,
28,6779,7.45,****************************************,OV,,,,,,,,,,,,,,,,
29,3045,3.35,********************,,,,,,,,,,,,,,,,,
30,727,0.8,*****,,,,,,,,,,,,,,,,,
６段階,15632,17.189544,,,,,,,,,,,,,,,,,,
31,6399,7.04,****************************************,OV,,,,,,,,,,,,,,,,
32,3855,4.24,*************************,,,,,,,,,,,,,,,,,
33,317,0.35,**,,,,,,,,,,,,,,,,,
34,5061,5.57,*********************************,,,,,,,,,,,,,,,,,
７段階,7764,8.537591,,,,,,,,,,,,,,,,,,
35,4660,5.12,*******************************,,,,,,,,,,,,,,,,,
36,100,0.11,*,,,,,,,,,,,,,,,,,
37,3004,3.3,********************,,,,,,,,,,,,,,,,,
８段階,9548,10.499345,,,,,,,,,,,,,,,,,,
38,4689,5.16,*******************************,,,,,,,,,,,,,,,,,
39,19,0.02,,,,,,,,,,,,,,,,,,
40,1166,1.28,********,,,,,,,,,,,,,,,,,
41,3670,4.04,************************,,,,,,,,,,,,,,,,,
42,4,0,,,,,,,,,,,,,,,,,,
９段階,3752,4.125842,,,,,,,,,,,,,,,,,,
43,281,0.31,**,,,,,,,,,,,,,,,,,
44,2217,2.44,***************,,,,,,,,,,,,,,,,,
45,0,0,,,,,,,,,,,,,,,,,,
46,35,0.04,,,,,,,,,,,,,,,,,,
47,950,1.04,******,,,,,,,,,,,,,,,,,
48,0,0,,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,269,0.3,**,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
生物基礎,50,50,0,31.39,9.23,114388,0.6277,23,29,34,39,0～14,15～18,19～23,24～29,30～34,35～38,39～42,43～46,47～50
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,4496,3.930482,,,,,,,,,,,,,,,,,,
0,81,0.07,,,,,,,,,,,,,,,,,,
1,8,0.01,,,,,,,,,,,,,,,,,,
2,11,0.01,,,,,,,,,,,,,,,,,,
3,29,0.03,,,,,,,,,,,,,,,,,,
4,43,0.04,,,,,,,,,,,,,,,,,,
5,60,0.05,,,,,,,,,,,,,,,,,,
6,122,0.11,*,,,,,,,,,,,,,,,,,
7,185,0.16,*,,,,,,,,,,,,,,,,,
8,206,0.18,*,,,,,,,,,,,,,,,,,
9,328,0.29,**,,,,,,,,,,,,,,,,,
10,439,0.38,**,,,,,,,,,,,,,,,,,
11,489,0.43,***,,,,,,,,,,,,,,,,,
12,770,0.67,****,,,,,,,,,,,,,,,,,
13,821,0.72,****,,,,,,,,,,,,,,,,,
14,904,0.79,*****,,,,,,,,,,,,,,,,,
２段階,6509,5.690282,,,,,,,,,,,,,,,,,,
